id,sort,dc_title,dc_description,dc_creator,iiif_service
4ec51b41-fb20-44fc-85cf-e104e2484da3,20,"Map of Richmond Township: Township 106 N, Range 5 W of the 5th PM.; Page 19: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/401/info.json
b21a1d26-1128-489b-b55d-392943a247b6,21,"Farmers' Directory of Homer Township; Page 20: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/402/info.json
4803b39c-db55-474f-88d2-0e06565d4f57,22,"Map of Homer Township: Township 106 N, Range 6 W of the 5th PM.; Page 21: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/403/info.json
464f1088-60ec-4830-90ea-0557a8e34000,23,"Farmers' Directory of Wilson Township; Page 22: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/404/info.json
ccc0b1c8-c53f-423b-9203-d836204cfb43,24,"Map of Wilson Township: Township 106 N, Range 7 W of the 5th PM.; Page 23: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/405/info.json
cb2aca92-79f0-44bc-b6e5-7167681014ab,25,"Farmers' Directory of Warren Township; Page 24: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/406/info.json
17ccd0c7-1934-43fc-aadd-19472ed07403,26,"Map of Warren Township: Township 106 N, Range 8 W of the 5th PM.; Page 25: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/407/info.json
3b442bfd-49b4-4a96-b3c0-7f078f105933,27,"Farmers' Directory of Utica Township; Page 26: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/408/info.json
bbad47b8-8853-4d1d-a7af-4232da512fb9,28,"Map of Utica Township: Township 106 N, Range 9 W of the 5th PM.; Page 27: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/409/info.json
c250aa96-304d-4ad7-ba22-b974b94d21cd,29,"Farmers' Directory of St. Charles Township; Page 28: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/410/info.json
744d6289-0e3a-4efd-bfdb-44ae2692a464,30,"Map of St. Charles Township: Township 106 N, Range 10 W of the 5th PM.; Page 29: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/411/info.json
