id,sort,dc_title,dc_description,dc_creator,iiif_service
9d116049-731e-4106-9a7f-bc80aef0cffd,66,"Platted Property in Minnetonka Township; Page 57: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1327/info.json
fc571966-4d33-4ed8-b93e-fa5dfd0f494f,67,"Platted Property in Minnetonka Township; Page 58: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1328/info.json
8641035d-9017-4fd4-95ee-9550bb064a45,68,"Platted Property in Minnetonka Township; Page 59: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1329/info.json
55f342b6-0afa-42e3-9617-fa53e81dbf77,69,"Platted Property in Minnetonka Township; Page 60: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1330/info.json
e212f9c4-5e17-46c9-8c24-c844070c8dda,70,"Village of Minnetonka Beach; Page 61: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1331/info.json
fef9ef91-836c-4911-a944-4a373e67791e,71,"Village of Minnetonka Beach; Page 62: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1332/info.json
67bde857-dbee-4411-ac97-d6e8a06eb9bf,72,"Plat of Minnetrista: Township 117 N; Range 24 W of the 5th PM.; Page 63: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1333/info.json
94070fba-e852-4d4b-b7f5-5013073456c0,73,"Platted Property in Minnetrista Township; Page 64: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1334/info.json
309a9e3c-3cfd-4d84-9213-d2efab1eaad4,74,"Village of Mound; Page 65: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1335/info.json
4bd33903-2799-49a7-ad67-eef352ac72ad,75,"Village of Mound; Page 66: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1336/info.json
607dca5e-eb85-4c35-8bfb-6c357a430d1d,76,"Plat of Orono: Township 117 & 118 N; Range 23 W of the 5th PM.; Page 67: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1337/info.json
95e7ae5a-0d18-4d43-a103-f5c4e0949392,77,"Plat of Orono: Township 117 & 118 N; Range 23 W of the 5th PM.; Page 68: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1338/info.json
9b139f63-f746-4382-8d81-6a10b8674363,78,"Platted Property in Orono Township; Page 69: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1339/info.json
7f755030-ea28-4f87-86bf-a3a6c5eac697,79,"Platted Property in Orono Township; Page 70: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1340/info.json
26ecb07c-a862-4c03-839d-cad04657f2e1,80,"Platted Property in Orono Township; Page 71: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1341/info.json
