id,sort,dc_title,dc_description,dc_creator,iiif_service
1fc0ae4a-51d9-4f54-8912-6f59bf65bb7f,100,"Village of St Louis Park: Township 117 N; Range 21 W of the 5th PM. / Township 28 & 29 N; Range 24 W of the 4th PM.; Page 91: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1361/info.json
bfdc78a5-f0cc-429a-a67c-048cd0ab4b9e,101,"Village of St Louis Park: Township 117 N; Range 21 W of the 5th PM. / Township 28 & 29 N; Range 24 W of the 4th PM.; Page 92: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1362/info.json
584861a5-023a-43a3-88da-556dfb471e26,102,"Village of Tonka Bay: Township 117 N; Range 23 W of the 5th PM. ; Page 93: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1363/info.json
9fe06afd-8d65-410f-a6b4-a819974f4e49,103,"Village of Tonka Bay: Township 117 N; Range 23 W of the 5th PM.; Page 94: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1364/info.json
814ccbfc-fcfe-4ce6-82a1-7b0a2a1437ee,104,"Village of Wazata [i.e. Wayzata]: Township 117 N; Range 23 & 24 W of the 5th PM.; Page 95: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1365/info.json
0b663adc-f07a-4dcc-9468-592f9b0f891b,105,"Village of Wazata [i.e. Wayzata]: Township 117 N; Range 23 & 24 W of the 5th PM.; Page 96: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1366/info.json
b730b6be-aab8-418f-a8a9-bbdd529666b7,106,"Village of West Minneapolis: Township 117 N; Range 21 W of the 5th PM.; Page 97: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1367/info.json
0f747803-56b6-42b3-8d63-78d7f7f6e50c,107,"Village of West Minneapolis: Township 117 N; Range 21 W of the 5th PM.; Page 98: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1368/info.json
29a7a8a2-6439-4d4a-953e-7a15b36aad63,108,"Village of West Minneapolis: Township 117 N; Range 21 W of the 5th PM.; Page 99: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1369/info.json
157e2fe2-49b7-4436-9caf-033674d3d0fa,109,"Village of West Minneapolis: Township 117 N; Range 21 W of the 5th PM.; Page 100: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1370/info.json
f78e1da2-ae08-46e8-ae64-eb0ca56d7a0d,110,"Blank Page; Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1371/info.json
1af7be11-2c3b-4e11-9e58-52db57db8cad,111,"Rear Pastedown; Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1372/info.json
b1c28dad-fa1c-438f-a19b-3dd84c72efc3,112,"Rear Cover; Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1373/info.json
